op name, kernel name, queue duration (ms), submit duration (ms), exec duration (ms), global size, local size, output size
cache_v_l5 (view),kernel_set_rows_f16_i64,0.365200,2.679200,0.003300,2048x1x1,1024x1x1,2048x4096x1x1
node_326,flash_attn_blk_f16,0.259200,2.683000,0.005200,16x1x1,0x0x0,128x16x2x1
node_326,flash_attn_f32_f16,0.196200,2.688800,0.107200,16x16x0,16x1x0,128x16x2x1
node_328,kernel_transpose_32_16,0.152200,2.796600,0.004800,512x2x0,1x16x0,2048x2x1x1
node_328,kernel_gemm_noshuffle_q4_0_f32,0.135200,2.801900,0.315300,1x512x1,1x128x1,2048x2x1x1
ffn_inp-5,kernel_add,0.092200,3.117800,0.013000,128x1x1,64x1x1,2048x2x1x1
ffn_norm-5,kernel_rms_norm_mul,0.052200,3.131400,0.005300,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-5,kernel_mul_mm_f32_f32_l4_lm,0.211200,2.953600,0.454300,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-5,kernel_soft_max_4,0.135200,3.408500,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-5,kernel_argsort_f32_i32,0.101200,3.412900,0.012000,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-5,kernel_get_rows_f32,0.066200,3.425400,0.003100,6x2x1,1x1x1,1x6x2x1
ffn_moe_topk-5,kernel_moe_histogram,0.035200,3.429000,0.002700,64x6x1,64x1x1,6x2x1x1
ffn_moe_topk-5,kernel_moe_scan,0.107600,0.043000,0.013400,1x0x0,1x0x0,6x2x1x1
ffn_moe_topk-5,kernel_moe_fill,0.073600,0.056900,0.002100,64x32x1,64x1x1,6x2x1x1
ffn_moe_topk-5,kernel_moe_scatter,0.043600,0.059500,0.002400,64x6x1,64x1x1,6x2x1x1
ffn_moe_gate-5,kernel_moe_reorder_b,0.288400,0.231900,0.061400,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_gate-5,kernel_gemm_moe_q4_0_f32_ns,0.240400,0.293800,0.592700,64x22x64,64x1x1,1408x6x2x1
ffn_moe_up-5,kernel_moe_reorder_b,0.200400,0.887000,0.059100,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_up-5,kernel_gemm_moe_q4_0_f32_ns,0.165400,0.946700,0.592200,64x22x64,64x1x1,1408x6x2x1
ffn_moe_swiglu-5,kernel_swiglu,0.136400,1.539400,0.003900,6144x1x1,512x1x1,1408x6x2x1
ffn_moe_down-5,kernel_moe_reorder_b,0.107400,1.543900,0.039900,512x2048x1,256x1x1,2048x6x2x1
ffn_moe_down-5,kernel_gemm_moe_q4_0_f32_ns,0.076400,1.584300,0.552500,64x32x64,64x1x1,2048x6x2x1
ffn_moe_out-5,kernel_moe_combine_f32,0.388400,1.782800,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-5,kernel_transpose_32_16,0.322400,1.787500,0.005100,512x2x0,1x16x0,2816x2x1x1
ffn_gate-5,kernel_gemm_noshuffle_q4_0_f32,0.207400,1.793100,0.317800,1x704x1,1x128x1,2816x2x1x1
ffn_up-5,kernel_transpose_32_16,0.172400,2.111500,0.004900,512x2x0,1x16x0,2816x2x1x1
ffn_up-5,kernel_gemm_noshuffle_q4_0_f32,0.151400,2.116900,0.316700,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-5,kernel_swiglu,0.122400,2.434200,0.004100,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-5,kernel_transpose_32_16,0.090400,2.438900,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-5,kernel_gemm_noshuffle_q4_0_f32,0.073400,2.445400,0.448900,1x512x1,1x128x1,2048x2x1x1
ffn_out-5,kernel_add,0.310400,2.611400,0.011400,128x1x1,64x1x1,2048x2x1x1
l_out-5,kernel_add,0.238400,2.623300,0.013600,128x1x1,64x1x1,2048x2x1x1
attn_norm-6,kernel_rms_norm_mul,0.202400,2.637400,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-6,kernel_transpose_32_16,0.171400,2.643400,0.004600,512x2x0,1x16x0,3072x2x1x1
q-6,kernel_gemm_noshuffle_q4_0_f32,0.154400,2.648600,0.322600,1x768x1,1x128x1,3072x2x1x1
q_pe-6,kernel_rope_norm_f32,0.106400,2.971800,0.003300,1024x2x1,64x1x1,64x16x2x1
Qcur-6,kernel_concat_f32,0.073400,2.975600,0.003200,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-6,kernel_transpose_32_16,0.038400,2.979300,0.005000,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-6,kernel_gemm_noshuffle_q4_0_f32,0.358200,2.652300,0.309500,1x144x1,1x128x1,576x2x1x1
kv_cmpr-6,kernel_rms_norm_mul,0.285200,2.962300,0.003800,1024x1x1,512x1x1,512x2x1x1
kv-6,kernel_transpose_32_16,0.249200,2.966700,0.002900,128x2x0,1x16x0,4096x2x1x1
kv-6,kernel_gemm_noshuffle_q4_0_f32,0.232200,2.970200,0.084500,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-6,kernel_cpy_f32_f32,0.196200,3.055200,0.003000,1024x2x1,64x1x1,128x16x2x1
k_pe-6,kernel_rope_norm_f32,0.145200,3.058800,0.002500,64x2x1,64x1x1,64x1x2x1
node_378,kernel_repeat_f32,0.109200,3.061800,0.002700,1024x2x1,64x1x1,64x16x2x1
Kcur-6,kernel_concat_f32,0.068200,3.065000,0.003000,1024x2x1,64x1x1,192x16x2x1
cache_k_l6 (view),kernel_set_rows_f16_i64,0.396600,2.705100,0.003900,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l6 (view),kernel_set_rows_f16_i64,0.325600,2.709500,0.003300,2048x1x1,1024x1x1,2048x4096x1x1
node_390,flash_attn_blk_f16,0.264600,2.713300,0.005200,16x1x1,0x0x0,128x16x2x1
node_390,flash_attn_f32_f16,0.205600,2.719100,0.106400,16x16x0,16x1x0,128x16x2x1
node_392,kernel_transpose_32_16,0.160600,2.826000,0.004800,512x2x0,1x16x0,2048x2x1x1
node_392,kernel_gemm_noshuffle_q4_0_f32,0.140600,2.831400,0.316500,1x512x1,1x128x1,2048x2x1x1
ffn_inp-6,kernel_add,0.095600,3.148400,0.013700,128x1x1,64x1x1,2048x2x1x1
ffn_norm-6,kernel_rms_norm_mul,0.057600,3.162700,0.005400,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-6,kernel_mul_mm_f32_f32_l4_lm,0.202800,2.993800,0.451400,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-6,kernel_soft_max_4,0.131800,3.445700,0.004000,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-6,kernel_argsort_f32_i32,0.103800,3.450300,0.011900,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-6,kernel_get_rows_f32,0.069800,3.462800,0.003000,6x2x1,1x1x1,1x6x2x1
ffn_moe_topk-6,kernel_moe_histogram,0.037800,3.466400,0.002600,64x6x1,64x1x1,6x2x1x1
ffn_moe_topk-6,kernel_moe_scan,0.110000,0.040000,0.013400,1x0x0,1x0x0,6x2x1x1
ffn_moe_topk-6,kernel_moe_fill,0.078000,0.053900,0.002100,64x32x1,64x1x1,6x2x1x1
ffn_moe_topk-6,kernel_moe_scatter,0.045000,0.056500,0.002500,64x6x1,64x1x1,6x2x1x1
ffn_moe_gate-6,kernel_moe_reorder_b,0.319200,0.227900,0.065200,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_gate-6,kernel_gemm_moe_q4_0_f32_ns,0.269200,0.293600,0.615300,64x22x64,64x1x1,1408x6x2x1
ffn_moe_up-6,kernel_moe_reorder_b,0.232200,0.909400,0.063500,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_up-6,kernel_gemm_moe_q4_0_f32_ns,0.180200,0.973500,0.623800,64x22x64,64x1x1,1408x6x2x1
ffn_moe_swiglu-6,kernel_swiglu,0.148200,1.597900,0.003900,6144x1x1,512x1x1,1408x6x2x1
ffn_moe_down-6,kernel_moe_reorder_b,0.116200,1.602400,0.042300,512x2048x1,256x1x1,2048x6x2x1
ffn_moe_down-6,kernel_gemm_moe_q4_0_f32_ns,0.079200,1.645200,0.581600,64x32x64,64x1x1,2048x6x2x1
ffn_moe_out-6,kernel_moe_combine_f32,0.286200,1.974200,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-6,kernel_transpose_32_16,0.224200,1.979000,0.005100,512x2x0,1x16x0,2816x2x1x1
ffn_gate-6,kernel_gemm_noshuffle_q4_0_f32,0.205200,1.984600,0.316300,1x704x1,1x128x1,2816x2x1x1
ffn_up-6,kernel_transpose_32_16,0.172200,2.301500,0.005000,512x2x0,1x16x0,2816x2x1x1
ffn_up-6,kernel_gemm_noshuffle_q4_0_f32,0.154200,2.307000,0.316300,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-6,kernel_swiglu,0.125200,2.623800,0.004100,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-6,kernel_transpose_32_16,0.093200,2.628400,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-6,kernel_gemm_noshuffle_q4_0_f32,0.076200,2.635000,0.434300,1x512x1,1x128x1,2048x2x1x1
ffn_out-6,kernel_add,0.326600,2.777700,0.011500,128x1x1,64x1x1,2048x2x1x1
l_out-6,kernel_add,0.240600,2.789700,0.013400,128x1x1,64x1x1,2048x2x1x1
attn_norm-7,kernel_rms_norm_mul,0.203600,2.803600,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-7,kernel_transpose_32_16,0.176600,2.809600,0.004700,512x2x0,1x16x0,3072x2x1x1
q-7,kernel_gemm_noshuffle_q4_0_f32,0.158600,2.814800,0.318300,1x768x1,1x128x1,3072x2x1x1
q_pe-7,kernel_rope_norm_f32,0.109600,3.133600,0.003100,1024x2x1,64x1x1,64x16x2x1
Qcur-7,kernel_concat_f32,0.076600,3.137200,0.003000,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-7,kernel_transpose_32_16,0.041600,3.140800,0.004700,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-7,kernel_gemm_noshuffle_q4_0_f32,0.363000,2.809400,0.309900,1x144x1,1x128x1,576x2x1x1
kv_cmpr-7,kernel_rms_norm_mul,0.252000,3.119800,0.003800,1024x1x1,512x1x1,512x2x1x1
kv-7,kernel_transpose_32_16,0.217000,3.124200,0.003000,128x2x0,1x16x0,4096x2x1x1
kv-7,kernel_gemm_noshuffle_q4_0_f32,0.200000,3.127700,0.082600,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-7,kernel_cpy_f32_f32,0.165000,3.210800,0.002800,1024x2x1,64x1x1,128x16x2x1
k_pe-7,kernel_rope_norm_f32,0.123000,3.214200,0.002500,64x2x1,64x1x1,64x1x2x1
node_442,kernel_repeat_f32,0.093000,3.217200,0.002400,1024x2x1,64x1x1,64x16x2x1
Kcur-7,kernel_concat_f32,0.058000,3.220200,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l7 (view),kernel_set_rows_f16_i64,0.379400,2.871600,0.003900,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l7 (view),kernel_set_rows_f16_i64,0.308400,2.876000,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_454,flash_attn_blk_f16,0.259400,2.879700,0.005100,16x1x1,0x0x0,128x16x2x1
node_454,flash_attn_f32_f16,0.200400,2.885300,0.107700,16x16x0,16x1x0,128x16x2x1
node_456,kernel_transpose_32_16,0.157400,2.993500,0.004800,512x2x0,1x16x0,2048x2x1x1
node_456,kernel_gemm_noshuffle_q4_0_f32,0.140400,2.998900,0.324900,1x512x1,1x128x1,2048x2x1x1
ffn_inp-7,kernel_add,0.097400,3.324300,0.013200,128x1x1,64x1x1,2048x2x1x1
ffn_norm-7,kernel_rms_norm_mul,0.061400,3.338000,0.005300,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-7,kernel_mul_mm_f32_f32_l4_lm,0.182400,3.186800,0.451700,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-7,kernel_soft_max_4,0.114400,3.639000,0.003900,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-7,kernel_argsort_f32_i32,0.090400,3.643500,0.011900,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-7,kernel_get_rows_f32,0.063400,3.655900,0.003200,6x2x1,1x1x1,1x6x2x1
ffn_moe_topk-7,kernel_moe_histogram,0.032400,3.659700,0.002700,64x6x1,64x1x1,6x2x1x1
ffn_moe_topk-7,kernel_moe_scan,0.115000,0.044900,0.013600,1x0x0,1x0x0,6x2x1x1
ffn_moe_topk-7,kernel_moe_fill,0.078000,0.059100,0.002000,64x32x1,64x1x1,6x2x1x1
ffn_moe_topk-7,kernel_moe_scatter,0.053000,0.061700,0.002300,64x6x1,64x1x1,6x2x1x1
ffn_moe_gate-7,kernel_moe_reorder_b,0.314400,0.277700,0.058800,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_gate-7,kernel_gemm_moe_q4_0_f32_ns,0.263400,0.337000,0.578900,64x22x64,64x1x1,1408x6x2x1
ffn_moe_up-7,kernel_moe_reorder_b,0.218400,0.916400,0.055800,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_up-7,kernel_gemm_moe_q4_0_f32_ns,0.186400,0.972800,0.579400,64x22x64,64x1x1,1408x6x2x1
ffn_moe_swiglu-7,kernel_swiglu,0.143400,1.552800,0.003900,6144x1x1,512x1x1,1408x6x2x1
ffn_moe_down-7,kernel_moe_reorder_b,0.107400,1.557200,0.037500,512x2048x1,256x1x1,2048x6x2x1
ffn_moe_down-7,kernel_gemm_moe_q4_0_f32_ns,0.076400,1.595300,0.533300,64x32x64,64x1x1,2048x6x2x1
ffn_moe_out-7,kernel_moe_combine_f32,0.298000,1.867900,0.004300,512x2x0,64x1x0,2048x2x1x1
ffn_gate-7,kernel_transpose_32_16,0.226000,1.872800,0.005100,512x2x0,1x16x0,2816x2x1x1
ffn_gate-7,kernel_gemm_noshuffle_q4_0_f32,0.206000,1.878400,0.316700,1x704x1,1x128x1,2816x2x1x1
ffn_up-7,kernel_transpose_32_16,0.172000,2.195600,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-7,kernel_gemm_noshuffle_q4_0_f32,0.154000,2.201000,0.314900,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-7,kernel_swiglu,0.124000,2.516500,0.004100,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-7,kernel_transpose_32_16,0.091000,2.521100,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-7,kernel_gemm_noshuffle_q4_0_f32,0.074000,2.527700,0.440500,1x512x1,1x128x1,2048x2x1x1
ffn_out-7,kernel_add,0.341000,2.654000,0.011500,128x1x1,64x1x1,2048x2x1x1
l_out-7,kernel_add,0.264000,2.666000,0.013200,128x1x1,64x1x1,2048x2x1x1
attn_norm-8,kernel_rms_norm_mul,0.211000,2.679700,0.005600,2048x1x1,1024x1x1,2048x2x1x1
q-8,kernel_transpose_32_16,0.179000,2.685800,0.004800,512x2x0,1x16x0,3072x2x1x1
q-8,kernel_gemm_noshuffle_q4_0_f32,0.159000,2.691100,0.319500,1x768x1,1x128x1,3072x2x1x1
q_pe-8,kernel_rope_norm_f32,0.112000,3.011100,0.003300,1024x2x1,64x1x1,64x16x2x1
Qcur-8,kernel_concat_f32,0.078000,3.015000,0.003000,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-8,kernel_transpose_32_16,0.039000,3.018500,0.004900,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-8,kernel_gemm_noshuffle_q4_0_f32,0.330200,2.720300,0.310400,1x144x1,1x128x1,576x2x1x1
kv_cmpr-8,kernel_rms_norm_mul,0.255200,3.031200,0.003900,1024x1x1,512x1x1,512x2x1x1
kv-8,kernel_transpose_32_16,0.223200,3.035600,0.002900,128x2x0,1x16x0,4096x2x1x1
kv-8,kernel_gemm_noshuffle_q4_0_f32,0.205200,3.039100,0.082800,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-8,kernel_cpy_f32_f32,0.169200,3.122500,0.003200,1024x2x1,64x1x1,128x16x2x1
k_pe-8,kernel_rope_norm_f32,0.126200,3.126300,0.002500,64x2x1,64x1x1,64x1x2x1
node_506,kernel_repeat_f32,0.097200,3.129400,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-8,kernel_concat_f32,0.058200,3.132600,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l8 (view),kernel_set_rows_f16_i64,0.398000,2.766100,0.004000,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l8 (view),kernel_set_rows_f16_i64,0.325000,2.770600,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_518,flash_attn_blk_f16,0.253000,2.774300,0.005300,16x1x1,0x0x0,128x16x2x1
node_518,flash_attn_f32_f16,0.194000,2.780200,0.106700,16x16x0,16x1x0,128x16x2x1
node_520,kernel_transpose_32_16,0.152000,2.887500,0.004700,512x2x0,1x16x0,2048x2x1x1
node_520,kernel_gemm_noshuffle_q4_0_f32,0.135000,2.892800,0.326300,1x512x1,1x128x1,2048x2x1x1
ffn_inp-8,kernel_add,0.086000,3.219600,0.013000,128x1x1,64x1x1,2048x2x1x1
ffn_norm-8,kernel_rms_norm_mul,0.050000,3.233100,0.005500,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-8,kernel_mul_mm_f32_f32_l4_lm,0.188000,3.076700,0.458400,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-8,kernel_soft_max_4,0.114000,3.535600,0.003900,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-8,kernel_argsort_f32_i32,0.089000,3.540000,0.012000,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-8,kernel_get_rows_f32,0.062000,3.552600,0.002900,6x2x1,1x1x1,1x6x2x1
ffn_moe_topk-8,kernel_moe_histogram,0.036000,3.556100,0.002700,64x6x1,64x1x1,6x2x1x1
ffn_moe_topk-8,kernel_moe_scan,0.178200,0.242700,0.015400,1x0x0,1x0x0,6x2x1x1
ffn_moe_topk-8,kernel_moe_fill,0.112200,0.258600,0.002200,64x32x1,64x1x1,6x2x1x1
ffn_moe_topk-8,kernel_moe_scatter,0.074200,0.261300,0.002500,64x6x1,64x1x1,6x2x1x1
ffn_moe_gate-8,kernel_moe_reorder_b,0.304200,0.228900,0.058300,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_gate-8,kernel_gemm_moe_q4_0_f32_ns,0.253200,0.287700,0.578700,64x22x64,64x1x1,1408x6x2x1
ffn_moe_up-8,kernel_moe_reorder_b,0.203200,0.866900,0.055800,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_up-8,kernel_gemm_moe_q4_0_f32_ns,0.171200,0.923200,0.577400,64x22x64,64x1x1,1408x6x2x1
ffn_moe_swiglu-8,kernel_swiglu,0.139200,1.501100,0.004000,6144x1x1,512x1x1,1408x6x2x1
ffn_moe_down-8,kernel_moe_reorder_b,0.109200,1.505600,0.037700,512x2048x1,256x1x1,2048x6x2x1
ffn_moe_down-8,kernel_gemm_moe_q4_0_f32_ns,0.078200,1.543800,0.534000,64x32x64,64x1x1,2048x6x2x1
ffn_moe_out-8,kernel_moe_combine_f32,0.300000,1.815700,0.004300,512x2x0,64x1x0,2048x2x1x1
ffn_gate-8,kernel_transpose_32_16,0.220000,1.820600,0.005000,512x2x0,1x16x0,2816x2x1x1
ffn_gate-8,kernel_gemm_noshuffle_q4_0_f32,0.200000,1.826100,0.315800,1x704x1,1x128x1,2816x2x1x1
ffn_up-8,kernel_transpose_32_16,0.165000,2.142500,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-8,kernel_gemm_noshuffle_q4_0_f32,0.147000,2.147800,0.316000,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-8,kernel_swiglu,0.118000,2.464300,0.004200,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-8,kernel_transpose_32_16,0.085000,2.469100,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-8,kernel_gemm_noshuffle_q4_0_f32,0.068000,2.475600,0.436300,1x512x1,1x128x1,2048x2x1x1
ffn_out-8,kernel_add,0.330000,2.608900,0.011700,128x1x1,64x1x1,2048x2x1x1
l_out-8,kernel_add,0.255000,2.621100,0.013200,128x1x1,64x1x1,2048x2x1x1
attn_norm-9,kernel_rms_norm_mul,0.214000,2.634800,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-9,kernel_transpose_32_16,0.180000,2.640800,0.004800,512x2x0,1x16x0,3072x2x1x1
q-9,kernel_gemm_noshuffle_q4_0_f32,0.162000,2.646100,0.316600,1x768x1,1x128x1,3072x2x1x1
q_pe-9,kernel_rope_norm_f32,0.115000,2.963200,0.003400,1024x2x1,64x1x1,64x16x2x1
Qcur-9,kernel_concat_f32,0.081000,2.967100,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-9,kernel_transpose_32_16,0.041000,2.970700,0.004900,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-9,kernel_gemm_noshuffle_q4_0_f32,0.337800,2.665900,0.312500,1x144x1,1x128x1,576x2x1x1
kv_cmpr-9,kernel_rms_norm_mul,0.259800,2.978900,0.004000,1024x1x1,512x1x1,512x2x1x1
kv-9,kernel_transpose_32_16,0.225800,2.983500,0.003000,128x2x0,1x16x0,4096x2x1x1
kv-9,kernel_gemm_noshuffle_q4_0_f32,0.208800,2.987000,0.082800,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-9,kernel_cpy_f32_f32,0.168800,3.070400,0.003100,1024x2x1,64x1x1,128x16x2x1
k_pe-9,kernel_rope_norm_f32,0.125800,3.074000,0.002500,64x2x1,64x1x1,64x1x2x1
node_570,kernel_repeat_f32,0.098800,3.077000,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-9,kernel_concat_f32,0.060800,3.080200,0.003100,1024x2x1,64x1x1,192x16x2x1
cache_k_l9 (view),kernel_set_rows_f16_i64,0.432400,2.683000,0.003900,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l9 (view),kernel_set_rows_f16_i64,0.322400,2.687500,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_582,flash_attn_blk_f16,0.249400,2.691200,0.005200,16x1x1,0x0x0,128x16x2x1
node_582,flash_attn_f32_f16,0.189400,2.696900,0.107400,16x16x0,16x1x0,128x16x2x1
node_584,kernel_transpose_32_16,0.148400,2.804800,0.004900,512x2x0,1x16x0,2048x2x1x1
node_584,kernel_gemm_noshuffle_q4_0_f32,0.131400,2.810200,0.327400,1x512x1,1x128x1,2048x2x1x1
ffn_inp-9,kernel_add,0.085400,3.138100,0.013000,128x1x1,64x1x1,2048x2x1x1
ffn_norm-9,kernel_rms_norm_mul,0.049400,3.151700,0.005400,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-9,kernel_mul_mm_f32_f32_l4_lm,0.188800,2.994900,0.454300,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-9,kernel_soft_max_4,0.119800,3.449700,0.003900,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-9,kernel_argsort_f32_i32,0.091800,3.454200,0.012000,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-9,kernel_get_rows_f32,0.063800,3.466700,0.002900,6x2x1,1x1x1,1x6x2x1
ffn_moe_topk-9,kernel_moe_histogram,0.033800,3.470200,0.002600,64x6x1,64x1x1,6x2x1x1
ffn_moe_topk-9,kernel_moe_scan,0.107400,0.039800,0.013400,1x0x0,1x0x0,6x2x1x1
ffn_moe_topk-9,kernel_moe_fill,0.073400,0.053700,0.001800,64x32x1,64x1x1,6x2x1x1
ffn_moe_topk-9,kernel_moe_scatter,0.043400,0.056000,0.002400,64x6x1,64x1x1,6x2x1x1
ffn_moe_gate-9,kernel_moe_reorder_b,0.280800,0.227300,0.059200,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_gate-9,kernel_gemm_moe_q4_0_f32_ns,0.227800,0.287000,0.578200,64x22x64,64x1x1,1408x6x2x1
ffn_moe_up-9,kernel_moe_reorder_b,0.191800,0.865700,0.055400,512x2048x1,256x1x1,1408x6x2x1
ffn_moe_up-9,kernel_gemm_moe_q4_0_f32_ns,0.161800,0.921700,0.578100,64x22x64,64x1x1,1408x6x2x1
ffn_moe_swiglu-9,kernel_swiglu,0.133800,1.500300,0.003900,6144x1x1,512x1x1,1408x6x2x1
ffn_moe_down-9,kernel_moe_reorder_b,0.104800,1.504700,0.037900,512x2048x1,256x1x1,2048x6x2x1
ffn_moe_down-9,kernel_gemm_moe_q4_0_f32_ns,0.070800,1.543100,0.533700,64x32x64,64x1x1,2048x6x2x1
ffn_moe_out-9,kernel_moe_combine_f32,0.286000,1.826300,0.004300,512x2x0,64x1x0,2048x2x1x1
ffn_gate-9,kernel_transpose_32_16,0.223000,1.831100,0.005200,512x2x0,1x16x0,2816x2x1x1
ffn_gate-9,kernel_gemm_noshuffle_q4_0_f32,0.205000,1.836800,0.317600,1x704x1,1x128x1,2816x2x1x1
ffn_up-9,kernel_transpose_32_16,0.169000,2.154900,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-9,kernel_gemm_noshuffle_q4_0_f32,0.152000,2.160300,0.316800,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-9,kernel_swiglu,0.124000,2.477700,0.004300,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-9,kernel_transpose_32_16,0.095000,2.482600,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-9,kernel_gemm_noshuffle_q4_0_f32,0.072000,2.489100,0.435700,1x512x1,1x128x1,2048x2x1x1
ffn_out-9,kernel_add,0.310400,2.642000,0.011500,128x1x1,64x1x1,2048x2x1x1
l_out-9,kernel_add,0.238400,2.654100,0.013200,128x1x1,64x1x1,2048x2x1x1
attn_norm-10,kernel_rms_norm_mul,0.202400,2.667900,0.005300,2048x1x1,1024x1x1,2048x2x1x1
q-10,kernel_transpose_32_16,0.172400,2.673800,0.004800,512x2x0,1x16x0,3072x2x1x1
q-10,kernel_gemm_noshuffle_q4_0_f32,0.152400,2.679200,0.316400,1x768x1,1x128x1,3072x2x1x1
q_pe-10,kernel_rope_norm_f32,0.107400,2.996100,0.003200,1024x2x1,64x1x1,64x16x2x1
Qcur-10,kernel_concat_f32,0.074400,2.999800,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-10,kernel_transpose_32_16,0.041400,3.003400,0.004800,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-10,kernel_gemm_noshuffle_q4_0_f32,0.367000,2.668300,0.310900,1x144x1,1x128x1,576x2x1x1
kv_cmpr-10,kernel_rms_norm_mul,0.294000,2.979700,0.003900,1024x1x1,512x1x1,512x2x1x1
kv-10,kernel_transpose_32_16,0.224000,2.984200,0.003000,128x2x0,1x16x0,4096x2x1x1
kv-10,kernel_gemm_noshuffle_q4_0_f32,0.207000,2.987800,0.082300,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-10,kernel_cpy_f32_f32,0.171000,3.070600,0.003000,1024x2x1,64x1x1,128x16x2x1
k_pe-10,kernel_rope_norm_f32,0.126000,3.074100,0.002500,64x2x1,64x1x1,64x1x2x1
node_634,kernel_repeat_f32,0.099000,3.077100,0.002700,1024x2x1,64x1x1,64x16x2x1
Kcur-10,kernel_concat_f32,0.064000,3.080400,0.003000,1024x2x1,64x1x1,192x16x2x1
cache_k_l10 (view),kernel_set_rows_f16_i64,0.362400,2.749100,0.004100,2048x1x1,1024x1x1,3072x4096x1x1
